ACCOUNT_NR;ACCOUNT_NAME;ACCOUNT_TYPE;VAT_NR;STREET;STREET_CD;HOUSE_NUM1;HOUSE_NUM2;POSTAL_CD;CITY;COUNTRY_CD;PHONE_NR;FAX_NR;Full Address
1004935;UniversitÈ de LiËge FacultÈ de Droit;2;BE0325777171;Place Des Orateurs;173365;3;;4000;LiËge;BE;04 366 27 31;3243662944;Place Des Orateurs 3  4000 LiËge
1004936;UniversitÈ de LiËge;2;BE0325777171;Place du Vingt Ao˚t;111595;7;;4000;LiËge;BE;04 366 21 11;3243665700;Place du Vingt Ao˚t 7  4000 LiËge
1004937;UG Germanic Fac. de Philosophie & Lettres;2;;Place Cockerill;111708;3;;4000;LiËge;BE;04 366 54 42;;Place Cockerill 3  4000 LiËge
1004938;UniversitÈ de LiËge Institut MÈcanique et GÈnie Civil;2;BE0428073074;Chemin Des Chevreuils;112239;1;;4000;LiËge;BE;04 366 92 42;3243669531;Chemin Des Chevreuils 1  4000 LiËge
1004939;CIRIEC UniversitÈ de Liege;2;410650785;Place des Orateurs;173365;1;6;4000;LiËge;BE;04 366 27 46;3243662958;Place des Orateurs 1 6 4000 LiËge
1004940;CHU de LiËge;2;BE0232988060;Avenue de l'HÙpital;112253;1;;4000;LiËge;BE;04 242 50 34;3242425001;Avenue de l'HÙpital 1  4000 LiËge
1004941;De Drie ProvinciÎn;2;BE0535997056;Abdijstraat;38929;1;;3271;Averbode ( Scherpenheuvel-Zichem );BE;013 78 04 60;3213780459;Abdijstraat 1  3271 Averbode ( Scherpenheuvel-Zichem )
1004943;UniversitÈ de LiËge Service MÈdecine & HygiËne Soc;2;BE0325777171;Quai du Barbou;112342;4;;4020;LiËge;BE;04 343 79 17;;Quai du Barbou 4  4020 LiËge
1004944;Universiteit Antwerpen Stadscampus;2;BE0257216482;Prinsstraat;840;13;;2000;Antwerpen;BE;03 220 41 11;3232204420;Prinsstraat 13  2000 Antwerpen
1004947;IRSIA;2;BE0201107922;Place de P‚turages;91252;41;;7340;P‚turages ( Colfontaine );BE;065 45 09 53;3265662704;Place de P‚turages 41  7340 P‚turages ( Colfontaine )
1004948;Association Interregionale de Guidance et de SantÈ;2;409115415;Rue Vert Vin‚ve;111272;60;;4041;Vottem;BE;04 228 89 89;3242277365;Rue Vert Vin‚ve 60  4041 Vottem
1004951;Division de la Gestion de l'Espace Rural  ((ex-OWDR);2;;ChaussÈe de Louvain;148234;14;;5000;Namur;BE;081 64 96 31;3281649566;ChaussÈe de Louvain 14  5000 Namur
1004955;KU Leuven Faculteit Rechtsgeleerdheid;2;BE0419052173;Tiensestraat;37317;41;;3000;Leuven;BE;016 32 51 01;3216325103;Tiensestraat 41  3000 Leuven
1004958;KU Leuven Juridische dienst;2;BE0419052173;Krakenstraat;37229;3;5516;3000;Leuven;BE;016 32 83 00;3216323780;Krakenstraat 3 5516 3000 Leuven
1004959;KU Leuven;2;BE0419052173;Parijsstraat;37274;72B;;3000;Leuven;BE;016 32 83 00;3216328310;Parijsstraat 72B  3000 Leuven
1004960;KU LEUVEN Verzekeringsdienst;2;BE0419052173;Krakenstraat;37229;3;5515;3000;Leuven;BE;016 32 65 00;3216326515;Krakenstraat 3 5515 3000 Leuven
1004964;KU LEUVEN Tijdschriften;2;BE0419052173;Dekenstraat;37179;2;3750;3000;Leuven;BE;016 32 60 43;3216325937;Dekenstraat 2 3750 3000 Leuven
1004965;KU LEUVEN Faculteitsbibliotheek ETEW;2;BE0419052173;Naamsestraat;37267;69;;3000;Leuven;BE;016 32 67 04;3216326698;Naamsestraat 69  3000 Leuven
1004966;KU Leuven;2;BE0419052173;Willem de Croylaan;37638;52C;;3001;Heverlee ( Leuven );BE;016 28 66 11;3216322964;Willem de Croylaan 52C  3001 Heverlee ( Leuven )
1004967;KU Leuven Research & Development;2;BE0419052173;Minderbroedersstraat;37261;8A;5105;3000;Leuven;BE;016 32 65 00;3216326515;Minderbroedersstraat 8A 5105 3000 Leuven
1004969;Vl. Wetensch. Verenig. Voor Jeugdgezondheidszorg;2;;Kapucijnenvoer;37221;35;;3000;Leuven;BE;016 21 68 73;;Kapucijnenvoer 35  3000 Leuven
1004975;Laboratorium voor Fysische Scheikunde - K.U.Leuven;2;;Willem de Croylaan;37638;46;;3001;Heverlee ( Leuven );BE;016 28 66 11;;Willem de Croylaan 46  3001 Heverlee ( Leuven )
1004976;STUK KUNSTENCENTRUM;2;BE0411973450;Naamsestraat;37267;96;;3000;Leuven;BE;016 32 03 00;3216320330;Naamsestraat 96  3000 Leuven
1004977;Instituut Voor de Overheid;2;;Edward van Evenstraat;37191;2A;;3000;Leuven;BE;016 23 67 73;;Edward van Evenstraat 2A  3000 Leuven
1004980;Henkel Belgium Operations;2;BE0442619809;Esplanade;154312;1;;1020;Brussel;BE;016 61 82 38;3224207025;Esplanade 1  1020 Brussel
1004982;ACP Belgium;2;BE0408083453;Dellestraat;126251;55;;3550;Zolder ( Heusden-Zolder );BE;013 53 03 03;3213530300;Dellestraat 55  3550 Zolder ( Heusden-Zolder )
1004983;L'OrÈal Belgilux;2;BE0403136453;Avenue Charles-Quint;22810;584;;1082;Berchem-Sainte-Agathe ( Bruxelles );BE;02 210 05 11;3222100570;Avenue Charles-Quint 584  1082 Berchem-Sainte-Agathe ( Bruxelles )
1004984;L'OrÈal Belgilux;2;BE0403136453;Rue de Saint-Hubert;139098;1;;6800;Recogne ( Libramont-Chevigny );BE;061 22 92 11;3261223450;Rue de Saint-Hubert 1  6800 Recogne ( Libramont-Chevigny )
1004985;Menarini Benelux;2;BE0403075481;De Kleetlaan;29589;3;;1831;Diegem ( Machelen );BE;02 721 45 45;3227209292;De Kleetlaan 3  1831 Diegem ( Machelen )
1004988;Continental Benelux;2;BE0404411707;PremiËre avenue;155283;44;;4040;Herstal;BE;04 240 95 11;3242409545;PremiËre avenue 44  4040 Herstal
1004989;Continental Benelux;2;BE0404411707;Hermeslaan;29598;1;;1831;Diegem ( Machelen );BE;02 710 22 11;3227102290;Hermeslaan 1  1831 Diegem ( Machelen )
1004991;Mars Belgium;2;BE0417521454;Industrielaan;17142;7;;2250;Olen;BE;014 25 18 11;3214251802;Industrielaan 7  2250 Olen
1004992;Etablissementen Adriaens;2;BE0400191019;Slachthuisstraat;68112;1;;9620;Velzeke-Ruddershove;BE;09 360 60 11;3293607753;Slachthuisstraat 1  9620 Velzeke-Ruddershove
1006291;Fiduciaire Ryckeman;2;BE0405137326;Dirk Martensstraat;48221;22;;8200;Sint-Andries ( Brugge );BE;050 31 50 55;3250315259;Dirk Martensstraat 22  8200 Sint-Andries ( Brugge )
1006293;Gemeentebestuur Zuienkerke;2;BE0207531597;Kerkstraat;50896;17;;8377;Zuienkerke;BE;050 43 20 50;3250428545;Kerkstraat 17  8377 Zuienkerke
1006294;Brefibo;2;BE0431979996;Dascottelei;2470;76;1;2100;Deurne;BE;03 281 45 48;3232814550;Dascottelei 76 1 2100 Deurne
1006299;Bejaardenzorg Maria Middelares;2;432626928;Pater Lievensstraat;61044;20;;8890;Moorslede;BE;051 77 10 01;3251771871;Pater Lievensstraat 20  8890 Moorslede
1006301;Administration and Tax Services;2;BE0438519578;Landsroemlaan;22048;3;;1081;Koekelberg ( Brussel );BE;02 420 22 33;3224200021;Landsroemlaan 3  1081 Koekelberg ( Brussel )
1006305;Sadel;2;BE0418395048;Oudenaardsesteenweg;72026;72;;9800;Petegem-Aan-De-Leie ( Deinze );BE;09 386 45 21;3293869272;Oudenaardsesteenweg 72  9800 Petegem-Aan-De-Leie ( Deinze )
1006306;Morrens, Coelst & Somers Notarissen;2;BE0880920148;Rijmenamseweg;9493;81B;;2820;Bonheiden;BE;015 51 52 45;3215518079;Rijmenamseweg 81B  2820 Bonheiden
1006307;Delvoly & co;2;BE0431720868;Groenendaallaan;2098;90;;2170;Merksem;BE;03 641 90 50;3236441612;Groenendaallaan 90  2170 Merksem
1006310;Advocatenkantoor Joris A. Vercraeye;2;BE0461259744;Jozef de Bomstraat;1210;4;;2018;Antwerpen;BE;03 259 00 90;3232590099;Jozef de Bomstraat 4  2018 Antwerpen
1006311;Herman Beyen;2;BE0637442527;Heppensesteenweg;123651;122;;3581;Beverlo ( Beringen );BE;011 34 24 34;3211348208;Heppensesteenweg 122  3581 Beverlo ( Beringen )
1006312;A & R Projects;2;BE0431647723;Kattestraat;31987;33;;1741;Wambeek;BE;053 67 27 21;3253680270;Kattestraat 33  1741 Wambeek
1006316;Grand Orient De Belgique;2;409389191;Rue de Laeken;20269;79;;1000;Bruxelles;BE;02 217 69 80;;Rue de Laeken 79  1000 Bruxelles
1006319;Groupe socialiste d'Action et de RÈflexi RÈflexion Audio Visuel;2;418141759;Rue du Marteau;23495;26;;1210;Saint-Josse-Ten-Noode ( Bruxelles );BE;02 250 13 12;3222172902;Rue du Marteau 26  1210 Saint-Josse-Ten-Noode ( Bruxelles )
1006320;Solidaritas Creb;2;428406735;Avenue de la ForÍt;21071;52;;1050;Bruxelles;BE;02 673 62 17;;Avenue de la ForÍt 52  1050 Bruxelles
1006321;Aimer ‡ l'ULB;2;424777648;Avenue Jeanne;21098;38;;1050;Bruxelles;BE;02 649 86 47;3226498647;Avenue Jeanne 38  1050 Bruxelles
1006322;Maison des Associations Internationales EUP;2;BE0423252768;Rue Washington;21238;40;;1050;Bruxelles;BE;02 640 16 65;3226460525;Rue Washington 40  1050 Bruxelles
1006324;Nouveau Centre Primavera;2;423553864;Rue Stanislas Legrelle;21876;48;;1090;Bruxelles;BE;02 428 90 04;3224203816;Rue Stanislas Legrelle 48  1090 Bruxelles
1006326;Aide Familiale & Seniors;2;407855108;Avenue Charles-Quint;21756;140;;1083;Bruxelles;BE;02 465 12 77;3224657373;Avenue Charles-Quint 140  1083 Bruxelles
1006327;La Maison;2;421242294;Rue FranÁois Gay;23969;86;;1150;Bruxelles;BE;02 771 38 46;3227791806;Rue FranÁois Gay 86  1150 Bruxelles
1006329;CommunautÈ des Entreprises du Port de Bruxelles;2;BE0422897036;Avenue du Port;23044;12;;1080;Molenbeek-Saint-Jean ( Bruxelles );BE;02 426 72 88;3224262519;Avenue du Port 12  1080 Molenbeek-Saint-Jean ( Bruxelles )
1006331;Maison Maternelle du Brabant Wallon;2;418281618;ChaussÈe de La Croix;43926;34;;1340;Ottignies-Louvain-la-Neuve;BE;010 40 12 60;3210400852;ChaussÈe de La Croix 34  1340 Ottignies-Louvain-la-Neuve
1006339;Die Alternative;2;BE0433478845;Industriestrasse;117049;38;;4700;Eupen;BE;087 32 12 90;3287744923;Industriestrasse 38  4700 Eupen
1006340;Le Relais;2;434355211;Rue DerriËre l'Eau;118276;1B;;4960;Malmedy;BE;080 33 72 65;3280337764;Rue DerriËre l'Eau 1B  4960 Malmedy
1006345;Foyer  L'EspÈrance;2;409623575;Rue de Rouillon;141401;2;;5537;Bioul;BE;071 79 94 69;3271798480;Rue de Rouillon 2  5537 Bioul
1006346;Arsim;2;415018359;Grand-Route;106519;47;;4500;Tihange;BE;085 23 48 60;3285235680;Grand-Route 47  4500 Tihange
1006347;Espace;2;BE0429229552;Lienne;141820;1;;5590;Ciney;BE;083 21 50 13;3283216666;Lienne 1  5590 Ciney
1006348;Abbaye Notre-Dame de Saint-Remy;2;BE0407586080;Abbaye Saint-Remy;143787;8;;5580;Rochefort;BE;084 22 01 40;;Abbaye Saint-Remy 8  5580 Rochefort
1006351;Institut Albatros;2;439243318;Rue du Bois;150561;5;;5660;Petite-Chapelle ( Couvin );BE;060 37 00 06;3260377462;Rue du Bois 5  5660 Petite-Chapelle ( Couvin )
1006353;Revivre ‡ Sugny;2;432315538;Boulevard Dessus la Ville;144265;193;;5550;Sugny;BE;061 50 06 06;3261500269;Boulevard Dessus la Ville 193  5550 Sugny
1006354;Le Bivouac;2;412552480;Square Des HÈros;24367;5;;1180;Uccle ( Bruxelles );BE;02 373 95 90;3223739599;Square Des HÈros 5  1180 Uccle ( Bruxelles )
1006355;Promotion & Culture;2;420789859;Place Saint-Paul;112017;9;;4000;LiËge;BE;04 220 62 11;3242220598;Place Saint-Paul 9  4000 LiËge
1006356;Foyer International Etudiants;2;409624367;Rue du Vertbois;112160;29;;4000;LiËge;BE;065 39 55 00;3242233733;Rue du Vertbois 29  4000 LiËge
1006360;PROELIUM;2;BE0866537325;Avenue Joseph Lebeau;106283;1;;4500;Huy;BE;085 21 16 46;3285234714;Avenue Joseph Lebeau 1  4500 Huy
1006361;Francis Godefroid;2;BE0850606361;Rue du CollËge;88172;22;;6200;Ch‚telet;BE;071 38 75 15;3271387387;Rue du CollËge 22  6200 Ch‚telet
1006362;SÈverine Lefevre;2;BE0818604279;Grand-Rue;141257;13;;6760;Virton;BE;063 58 86 90;3263588694;Grand-Rue 13  6760 Virton
1006364;Waegenaere & associÈs;2;BE0462554891;Rue PËre Damien;95746;1;;7090;Braine-le-Comte;BE;067 56 12 13;3267560991;Rue PËre Damien 1  7090 Braine-le-Comte
1006365;Marc Claeys;2;BE0501694688;Rue Saint EleuthËre;103856;186-188;;7500;Tournai;BE;069 21 00 66;3269215913;Rue Saint EleuthËre 186-188  7500 Tournai
1006368;Vervaecke Kris;2;BE0433697589;Korte Trontingenstraat;154782;25;;1750;Sint-Martens-Lennik ( Lennik );BE;02 532 00 48;3225324535;Korte Trontingenstraat 25  1750 Sint-Martens-Lennik ( Lennik )
1006371;Vanbreda Fryns Verzekeringen;2;BE0434400147;Genkersteenweg;125236;429;;3500;Hasselt;BE;011 26 51 70;3211226799;Genkersteenweg 429  3500 Hasselt
1006372;Willy Demeyer;2;BE0533299763;Waregemstraat;54028;17;;8570;Vichte;BE;056 77 72 04;3256772318;Waregemstraat 17  8570 Vichte
1007580;Athenee Royal;2;BE0902009532;Rue Neuve;135743;32;;6791;Athus ( Aubange );BE;063 38 87 55;3263384387;Rue Neuve 32  6791 Athus ( Aubange )
1007581;Inst. Enseign. Technique de L'Etat;2;BE0850000013;Rue Raoul WarocquÈ;101466;46;;7140;Morlanwelz-Mariemont ( Morlanwelz );BE;064 43 21 86;;Rue Raoul WarocquÈ 46  7140 Morlanwelz-Mariemont ( Morlanwelz )
1007583;Haute Ecole libre Mosane;2;BE0898631160;Mont Saint-Martin;111946;41;;4000;LiËge;BE;04 223 42 74;3242234275;Mont Saint-Martin 41  4000 LiËge
1007584;Instituut Spes Nostra - TSO-BSO;2;409859939;Mellestraat;56139;1;;8501;Heule ( Kortrijk );BE;056 35 39 53;3256352468;Mellestraat 1  8501 Heule ( Kortrijk )
1007585;Gemeenschap der Zusters van Liefde;2;405383883;Mellestraat;56139;1;;8501;Heule ( Kortrijk );BE;056 35 86 06;3256234243;Mellestraat 1  8501 Heule ( Kortrijk )
1007589;Sint-Jorisinstituut;2;;Kruibekestraat;81755;41;;9150;Bazel ( Kruibeke );BE;03 774 15 35;3237440290;Kruibekestraat 41  9150 Bazel ( Kruibeke )
1007590;Institut Sainte Anne;2;434494177;Rue Circulaire;87700;5;;6041;Gosselies ( Charleroi );BE;071 35 20 09;3271371739;Rue Circulaire 5  6041 Gosselies ( Charleroi )
1007594;Dienstencentrum Ter Dreve;2;411604850;Koning Albert I-laan;48320;188;;8200;Sint-Michiels;BE;050 39 01 24;3250390069;Koning Albert I-laan 188  8200 Sint-Michiels
1007596;Institut La Porte Ouverte;2;BE0409850635;Rue du Couvent;103085;42;;7903;Blicquy ( Leuze-En-Hainaut );BE;069 66 23 87;3269665681;Rue du Couvent 42  7903 Blicquy ( Leuze-En-Hainaut )
1007597;Institut Libre Marie Haps;2;407145622;Rue d'Arlon;20963;11;;1050;Ixelles ( Bruxelles );BE;02 640 39 10;3225119837;Rue d'Arlon 11  1050 Ixelles ( Bruxelles )
1007598;Inst.Techn.&Comm.Aumoniers du Travail;2;BE0406669035;Rue de Caraman;90919;13;;7300;Boussu;BE;065 76 61 10;3265766120;Rue de Caraman 13  7300 Boussu
1007600;SeGEC;2;BE0451952001;Avenue Emmanuel Mounier;23721;100;;1200;Bruxelles;BE;02 256 70 11;3222567012;Avenue Emmanuel Mounier 100  1200 Bruxelles
1007601;Institut du SacrÈ-Coeur;2;445194267;Rue du Redeau;144447;64;;5530;Yvoir;BE;082 61 05 00;3282612900;Rue du Redeau 64  5530 Yvoir
1007602;Luca School of Arts;2;BE0456758944;Zwartezustersstraat;75067;34;;9000;Gent;BE;09 225 42 90;3292234636;Zwartezustersstraat 34  9000 Gent
1007603;AthenÈe Royal;2;;Route de Falize;118278;21;;4960;Malmedy;BE;080 33 85 86;3280791124;Route de Falize 21  4960 Malmedy
1007604;HTI Sint Antonius;2;408629128;Holstraat;74226;66;;9000;Gent;BE;09 225 12 87;3292258519;Holstraat 66  9000 Gent
1007611;Institut Reine Astrid;2;;Rue de La Grande Triperie;92998;17;;7000;Mons;BE;065 35 39 79;3265352816;Rue de La Grande Triperie 17  7000 Mons
1007616;Vereniging Vlaamse Leerkrachten;2;408273691;Amerikalei;544;26;;2000;Antwerpen;BE;03 237 65 59;3232484799;Amerikalei 26  2000 Antwerpen
1007618;College Saint-Pierre;2;410508156;Avenue Coghen;24290;213;;1180;Bruxelles;BE;02 344 50 58;3223445068;Avenue Coghen 213  1180 Bruxelles
1007619;Thomas More Mechelen-Antwerpen;2;BE0455411733;Jozef De Bomstraat;1210;11;;2018;Antwerpen;BE;03 206 04 80;3232060481;Jozef De Bomstraat 11  2018 Antwerpen
1007620;Karel de Grote Hogeschool;2;;Prins Leopoldstraat;2800;47;;2140;Borgerhout ( Antwerpen );BE;03 272 49 06;3232711168;Prins Leopoldstraat 47  2140 Borgerhout ( Antwerpen )
1007624;College St.Joseph;2;407838181;Rue de Virelles;99794;75;;6460;Chimay;BE;060 21 04 10;3260211168;Rue de Virelles 75  6460 Chimay
1007627;C.I.J.G. Sint-Jan-Baptist;2;412474583;Kiekenstraat;74334;4;;9000;Gent;BE;09 226 12 76;3292365069;Kiekenstraat 4  9000 Gent
1007634;Ministerie van Onderwijs;2;;Generaal Jacqueslaan;21272;139;;1050;Elsene ( Brussel );BE;;;Generaal Jacqueslaan 139  1050 Elsene ( Brussel )
1007641;Instituut voor Communicatie;2;BE0415799210;Minister Vanden Peereboomlaan;55405;27;;8500;Kortrijk;BE;056 21 10 26;3256227658;Minister Vanden Peereboomlaan 27  8500 Kortrijk
1007642;Institut SupÈrieur Industriel de la CommunautÈ FranÁaise;2;;Rue Saint-Victor;106363;3;;4500;Huy;BE;085 27 33 42;3285211541;Rue Saint-Victor 3  4500 Huy
1007643;Inst.Sup.Industr.de la Province du Hainaut;2;;Boulevard Solvay;85954;31;;6000;Charleroi;BE;071 32 23 19;;Boulevard Solvay 31  6000 Charleroi
1007644;Institut des Arts et MÈtiers;2;97;Boulevard de l'Abattoir;19711;50;;1000;Bruxelles;BE;02 279 52 70;3225212300;Boulevard de l'Abattoir 50  1000 Bruxelles
1007646;Institut d'Enseignement SupÈrieur St.Laurent;2;;Quai du Condroz;112386;28;;4031;Angleur ( LiËge );BE;04 341 06 05;3243411370;Quai du Condroz 28  4031 Angleur ( LiËge )
1007647;Haute Ecole Francisco Ferrer;2;;Rue de la Fontaine;20133;4;;1000;Bruxelles;BE;02 512 99 53;3222795810;Rue de la Fontaine 4  1000 Bruxelles
1007651;Arteveldehogeschool;2;BE0474120360;Kattenberg;74315;9;;9000;Gent;BE;09 269 98 30;3292699831;Kattenberg 9  9000 Gent
1007652;Kinderdagverblijf Sint-Jozef;2;408475314;Wegvoeringstraat;69919;61;;9230;Wetteren;BE;09 369 65 59;3293696559;Wegvoeringstraat 61  9230 Wetteren
1007653;Valois;2;BE0402251773;Avenue de la Constitution;21958;106;;1090;Bruxelles;BE;02 426 78 11;+32NONE;Avenue de la Constitution 106  1090 Bruxelles
1007654;Panalpina World Transport;2;BE0406024479;Noorderlaan;157059;133;;2030;Antwerpen;BE;03 540 08 00;3235448912;Noorderlaan 133  2030 Antwerpen
1007655;Cargill R&D Centre Europe;2;BE0432041364;Havenstraat;32180;84;;1800;Vilvoorde;BE;02 257 06 11;3222570675;Havenstraat 84  1800 Vilvoorde
1007657;Desobry;2;BE0405864232;Rue du Vieux Colombier;103810;1;;7500;Tournai;BE;069 89 17 50;3269222524;Rue du Vieux Colombier 1  7500 Tournai
1007658;C.RO Ports Zeebrugge;2;BE0418294979;Alfred Ronsestraat;154206;100;;8380;Zeebrugge-Lissewege ( Brugge );BE;050 55 71 12;3250557150;Alfred Ronsestraat 100  8380 Zeebrugge-Lissewege ( Brugge )
1007660;De Bree Solutions;2;BE0424913349;Krommewege;70908;31G;;9990;Maldegem;BE;050 72 87 30;3250717571;Krommewege 31G  9990 Maldegem
1007663;Plumka;2;BE0419589237;Brouwerijstraat;29215;41;;1630;Linkebeek;BE;02 383 03 30;3223809321;Brouwerijstraat 41  1630 Linkebeek
1007665;Sint-Maarteninstituut;2;BE0415819402;Esplanadeplein;65039;6;;9300;Aalst;BE;053 21 13 86;3253786372;Esplanadeplein 6  9300 Aalst
1008912;Car & Truck Charleroi;2;BE0454235855;Route de la Basse Sambre;87043;1;;6060;Gilly;BE;071 28 11 11;3271420713;Route de la Basse Sambre 1  6060 Gilly
1008914;ABC Etudes & Construction;2;BE0430358118;Rue de l'Industrie;84396;13;;7321;Harchies;BE;069 59 04 00;3269561378;Rue de l'Industrie 13  7321 Harchies
1008916;Roularta Media Group;2;BE0434278896;Meensesteenweg;61716;300;;8800;Roeselare;BE;051 26 61 11;3251266315;Meensesteenweg 300  8800 Roeselare
1008917;Porter Novelli;2;BE0441615660;Scheldestraat;23147;122;;1080;Sint-Jans-Molenbeek ( Brussel );BE;02 413 03 40;3224130349;Scheldestraat 122  1080 Sint-Jans-Molenbeek ( Brussel )
1008918;Gestanet;2;BE0448894818;Parc Industriel Des Hauts Sarts 1e Avenue;;115-117;;4040;Herstal;BE;04 248 17 17;3242483473;Parc Industriel Des Hauts Sarts 1e Avenue 115-117  4040 Herstal
1008920;3B-Fibreglass;2;BE0467608690;Rue de Charneux;117232;59;;4651;Battice;BE;087 69 22 11;3287675751;Rue de Charneux 59  4651 Battice
1008923;The Reference;2;BE0474475203;Stapelplein;74851;70;201;9000;Gent;BE;09 234 05 36;3293540537;Stapelplein 70 201 9000 Gent
1008924;Valdami;2;BE0427589460;Rue Chapelle Notre-Dame;44032;10;;1341;CÈroux-Mousty;BE;010 62 05 11;3210620512;Rue Chapelle Notre-Dame 10  1341 CÈroux-Mousty
1008925;ReprÈsentant Permanente d'Autriche;2;850121262;Avenue de Cortenbergh;20009;30;;1040;Bruxelles;BE;02 234 51 00;3222821260;Avenue de Cortenbergh 30  1040 Bruxelles
1008926;Jacodis;2;BE0459273026;ChaussÈe de Waterloo;24595;1331;;1180;Bruxelles;BE;02 375 22 75;3223752275;ChaussÈe de Waterloo 1331  1180 Bruxelles
1008931;CIRFS;2;BE0451888158;Rue Belliard;19808;40;;1040;Bruxelles;BE;02 436 96 35;3224369638;Rue Belliard 40  1040 Bruxelles
1008932;Vermeg;2;BE0456861783;Boulevard du RÈgent;20581;37-40;;1000;Bruxelles;BE;010 48 34 80;3210483499;Boulevard du RÈgent 37-40  1000 Bruxelles
1008934;Economische & Sociale Raad voor het Brusselse Hoofdstedelijk Gewest;2;253777437;Bischoffsheimlaan;19824;26;;1000;Brussel;BE;02 205 68 68;3225023954;Bischoffsheimlaan 26  1000 Brussel
1008935;Fiduciaire Bufiscom;2;BE0423861987;Avenue de La CroisÈe;46654;6;;1300;Wavre;BE;02 772 53 00;3227725388;Avenue de La CroisÈe 6  1300 Wavre
1008936;RÈsidence L'Acacia;2;441875976;DrËve d'Ormes;121571;33;;4260;Braives;BE;019 69 61 00;3219696168;DrËve d'Ormes 33  4260 Braives
1008945;Partena Copi;2;;Boulevard Anspach;19750;1;;1000;Bruxelles;BE;02 519 32 46;3222237495;Boulevard Anspach 1  1000 Bruxelles
1008946;CAW Oost-Vlaanderen;2;508774601;Oude Houtlei;74239;124;;9000;Gent;BE;09 225 56 20;3292242550;Oude Houtlei 124  9000 Gent
1008947;Van Impe, Brandt & Co;2;BE0424596021;Karel Hofmanstraat;68853;45;;9200;Sint-Gillis-Dendermonde;BE;052 22 28 78;3252222847;Karel Hofmanstraat 45  9200 Sint-Gillis-Dendermonde
1008951;Deloitte Fiduciaire;2;BE0443578822;President Kennedypark;55556;4;;8500;Kortrijk;BE;056 59 44 00;3256202931;President Kennedypark 4  8500 Kortrijk
1008952;Deloitte Accountancy;2;BE0443578822;Gouverneur Roppesingel;125526;13;;3500;Hasselt;BE;011 89 39 00;3211893951;Gouverneur Roppesingel 13  3500 Hasselt
1008953;KMO Advising;2;BE0457082212;Weg naar Zwartberg;127012;82;1;3660;Oudsbergen;BE;089 32 88 70;3289328879;Weg naar Zwartberg 82 1 3660 Oudsbergen
1008954;Deloitte Accountancy;2;BE0443578822;Kwadestraat;61779;151;;8800;Rumbeke ( Roeselare );BE;051 66 47 00;3251664720;Kwadestraat 151  8800 Rumbeke ( Roeselare )
1008956;KBF;2;BE0458213053;Zoerselsteenweg;8992;71;;2980;Zoersel;BE;03 314 95 50;3233149551;Zoerselsteenweg 71  2980 Zoersel
1008957;Deloitte Accountancy;2;BE0443578822;Blankenbergse Steenweg;48850;161;11;8000;Brugge;BE;050 31 28 41;3250313839;Blankenbergse Steenweg 161 11 8000 Brugge
1008959;Ruysseveldt Consulting ERCON;2;BE0457075084;Gemeenteplein;49411;24;;8300;Knokke;BE;050 60 73 13;3250607314;Gemeenteplein 24  8300 Knokke
1008961;Yoeri Macquoi;2;BE0637535864;Russelenberg;127604;79;;3980;Tessenderlo;BE;013 67 59 76;3213351510;Russelenberg 79  3980 Tessenderlo
1008965;Aveve - Retail;2;BE0403552464;Aarschotsesteenweg;37438;84;;3012;Wilsele;BE;016 29 82 98;3216235960;Aarschotsesteenweg 84  3012 Wilsele
1008966;Het Volk;2;BE0400118268;Wiedauwkaai;75016;27C;;9000;Gent;BE;09 233 88 33;3292337733;Wiedauwkaai 27C  9000 Gent
1008968;HECFH-ISET;2;;Rue du Chambge;103786;23;;7500;Tournai;BE;069 22 67 72;3269229864;Rue du Chambge 23  7500 Tournai
1008970;Vind;2;BE0455332351;Kwadestraat;61779;149;;8800;Rumbeke;BE;051 26 27 40;3251262749;Kwadestraat 149  8800 Rumbeke
1008973;Bestfood;2;BE0451767107;Lochtemanweg;158389;10;;3580;Beringen;BE;011 45 85 45;3211433511;Lochtemanweg 10  3580 Beringen
1008975;ACOD Lokale & Regionale Besturen;2;;Sint-Amandsstraat;61141;112;;8800;Roeselare;BE;051 25 20 24;3251252027;Sint-Amandsstraat 112  8800 Roeselare
1008976;MinistËre pour les PME;2;;Rue Marie-ThÈrËse;20699;1;;1000;Bruxelles;BE;;;Rue Marie-ThÈrËse 1  1000 Bruxelles
1008978;LBC-NVK Sociaal Fonds;2;;Korte Begijnenstraat;18019;20;;2300;Turnhout;BE;014 40 32 32;3214423221;Korte Begijnenstraat 20  2300 Turnhout
1008980;DB Accountancy;2;BE0461330911;Stationsplein;62929;2C;3;8700;Tielt;BE;051 40 28 02;3251405476;Stationsplein 2C 3 8700 Tielt
1008986;Vandersmissen;2;BE0558755038;Rue Gustave van Huynegem;21866;33;;1090;Jette ( Bruxelles );BE;02 424 30 01;;Rue Gustave van Huynegem 33  1090 Jette ( Bruxelles )
1008990;Marc Carracillo;2;BE0769156748;Baron Carolylaan;10653;20;;2500;Lier;BE;03 455 89 98;3232305938;Baron Carolylaan 20  2500 Lier
1008991;Aka Fiducia;2;BE0456271271;Hoverheide;5318;6A;;2540;Hove;BE;03 455 77 80;3234553440;Hoverheide 6A  2540 Hove
